"_id__$oid","Recording_Datetime","Wedstrijd","punten","ScoreAjax","ScoreTegen","Competition","Topper","PuntenLatenLiggen","thuis_uit","ExerciseName","daysBeforeMatch","daysAfterMatch","nextMatch","previousMatch"
"574453b776d973e538b514c9","2013-11-23 20:44:45.000","Ajax - Heracles Almelo","3","3","0","Eredivisie","0","0","1","Training","0","0","Ajax - Heracles Almelo","Ajax - Heracles Almelo"
"574453b776d973e538b514ca","2013-12-01 12:29:43.000","ADO Den Haag - Ajax","3","4","0","Eredivisie","0","0","0","Training","0","0","ADO den Haag - Ajax","ADO den Haag - Ajax"
"574453b776d973e538b514cb","2013-12-07 18:47:45.000","Ajax - NAC","3","4","0","Eredivisie","0","0","1","Training","0","0","Ajax - NAC","Ajax - NAC"
"574453b776d973e538b514cc","2013-12-15 12:28:57.000","SC Cambuur - Ajax","3","2","1","Eredivisie","0","0","0","Training","0","0","Cambuur Leeuwarden - Ajax","Cambuur Leeuwarden - Ajax"
"574453b776d973e538b514cd","2013-12-22 12:29:59.000","Roda JC - Ajax","3","2","1","Eredivisie","0","0","0","Training","0","0","Roda JC - Ajax","Roda JC - Ajax"
"574453b776d973e538b514ce","2014-01-19 16:30:22.000","Ajax - PSV","3","1","0","Eredivisie","1","0","1","Training","0","0","Ajax - PSV","Ajax - PSV"
"574453b776d973e538b514cf","2014-01-22 20:45:14.000","Ajax - Feyenoord","3","3","1","KNVB Beker","1","0","1","Training","0","0","Ajax - Feyenoord","Ajax - Feyenoord"
"574453b776d973e538b514d0","2014-01-26 14:30:54.000","Go Ahead Eagles - Ajax","3","1","0","Eredivisie","0","0","0","Training","0","0","Go Ahead Eagles - Ajax","Go Ahead Eagles - Ajax"
"574453b776d973e538b514d1","2014-02-02 12:31:24.000","FC Utrecht - Ajax","1","1","1","Eredivisie","0","1","0","Training","0","0","FC Utrecht - Ajax","FC Utrecht - Ajax"
"574453b776d973e538b514d2","2014-02-06 20:46:07.000","Ajax - FC Groningen","3","2","1","Eredivisie","0","0","1","Training","0","0","Ajax - Groningen","Ajax - Groningen"
"574453b776d973e538b514d3","2014-02-09 14:30:53.000","PEC Zwolle - Ajax","1","1","1","Eredivisie","0","1","0","Training","0","0","PEC Zwolle - Ajax","PEC Zwolle - Ajax"
"574453b776d973e538b514d4","2014-02-16 16:30:43.000","Ajax - sc Heerenveen","3","3","0","Eredivisie","0","0","1","Training","0","0","Ajax - Heerenveen","Ajax - Heerenveen"
"574453b776d973e538b514d5","2014-02-20 21:08:59.000","Ajax - Red Bull Salzburg","0","0","3","Europa League","0","1","1","Training","0","0","Ajax - Red Bull Salzburg","Ajax - Red Bull Salzburg"
"574453b776d973e538b514d6","2014-02-23 14:30:56.000","Ajax - AZ","3","4","0","Eredivisie","0","0","1","Training","0","0","Ajax - AZ","Ajax - AZ"
"574453b776d973e538b514d7","2014-03-02 14:30:20.000","Feyenoord - Ajax","3","2","1","Eredivisie","1","0","0","Training","0","0","Feyenoord - Ajax","Feyenoord - Ajax"
"574453b776d973e538b514d8","2014-03-09 16:31:03.000","Ajax - SC Cambuur","1","1","1","Eredivisie","0","1","1","Training","0","0","Ajax - Cambuur Leeuwarden","Ajax - Cambuur Leeuwarden"
"574453b776d973e538b514d9","2014-03-16 16:31:09.000","NAC - Ajax","1","0","0","Eredivisie","0","1","0","Training","0","0","NAC - Ajax","NAC - Ajax"
"574453b776d973e538b514da","2014-03-27 20:45:20.000","AZ - Ajax","3","1","0","KNVB Beker","0","0","0","Training","0","0","AZ - Ajax","AZ - Ajax"
"574453b776d973e538b514db","2014-03-30 14:30:34.000","Ajax - FC Twente","3","3","0","Eredivisie","1","0","1","Training","0","0","Ajax - FC Twente","Ajax - FC Twente"
